,season_x,player,age,team_id,pos,g,gs,mp_per_g,fga_per_g,fg_pct,fg3a_per_g,fg3_pct,fg2a_per_g,fg2_pct,efg_pct,fta_per_g,ft_pct,orb_per_g,drb_per_g,tr_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,season_y,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,mov,mov_adj,win_loss_pct
486,2023,Facundo Campazzo,31,DAL,PG,8,0,6.5,1.6,.231,1.4,.273,0.3,.000,.346,0.3,.500,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,2023,52,7.8,.360,.846,.154,0.0,4.5,2.2,22.6,5.7,0.0,17.8,14.7,-0.1,0.1,0.0,-0.012,-4.8,3.6,-1.2,0.0,0.07,-0.15,0.4634146341463415
488,2024,Dereck Lively II,19,DAL,C,55,42,23.5,5.4,.747,0.0,.000,5.3,.752,.747,1.5,.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,2.6,8.8,2024,1294,18.1,.728,.007,.274,11.4,20.4,16.0,6.4,1.3,5.2,13.1,12.6,3.1,1.8,4.9,.183,-0.3,0.8,0.5,0.8,0.07,-0.15,0.4634146341463415
490,2024,Dante Exum,28,DAL,PG,55,17,19.8,5.5,.533,2.0,.491,3.5,.557,.621,1.2,.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,2024,1088,13.7,.645,.358,.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,.127,-0.3,-0.3,-0.6,0.4,0.07,-0.15,0.4634146341463415
492,2024,Dexter Dennis,24,DAL,SG,4,0,7.5,4.8,.526,2.0,.125,2.8,.818,.553,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,2024,30,18.3,.541,.421,.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,.004,1.7,-0.1,1.7,0.0,0.07,-0.15,0.4634146341463415
494,2024,Brandon Williams,24,DAL,PG,17,0,6.6,3.2,.370,0.9,.200,2.3,.436,.398,1.0,.647,0.2,0.5,0.8,1.0,0.1,0.1,0.4,0.2,3.2,2024,113,9.3,.439,.278,.315,3.9,8.7,6.3,20.9,0.4,0.8,10.2,26.0,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,0.07,-0.15,0.4634146341463415
496,2024,Olivier-Maxence Prosper,21,DAL,PF,40,1,8.4,2.6,.385,1.1,.289,1.5,.458,.447,1.0,.683,0.6,1.4,2.0,0.6,0.2,0.1,0.2,0.5,3.0,2024,336,11.6,.496,.433,.394,8.2,17.5,12.8,8.4,1.0,1.0,6.2,16.6,0.2,0.3,0.5,.076,-1.7,-1.3,-2.9,-0.1,0.07,-0.15,0.4634146341463415
498,2024,Alex Fudge,20,DAL,SF,2,0,13.0,4.5,.556,1.5,.333,3.0,.667,.611,0.0,,1.0,0.5,1.5,0.0,1.5,0.0,0.5,0.5,5.5,2024,40,9.8,.472,.333,.133,11.3,2.7,6.9,0.0,3.6,0.0,11.2,19.2,0.0,0.0,0.0,-0.007,-3.7,-1.5,-5.2,0.0,0.07,-0.15,0.4634146341463415
504,2023,Damian Lillard,32,POR,PG,58,58,36.3,20.7,.463,11.3,.371,9.4,.574,.564,9.6,.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,2023,2107,26.7,.645,.547,.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,.205,8.3,-1.2,7.1,4.9,-4.01,-3.96,0.4024390243902439
508,2023,Anfernee Simons,23,POR,SG,62,62,35.0,16.9,.447,9.1,.377,7.8,.528,.548,2.9,.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,2023,2171,14.8,.581,.538,.171,0.9,7.6,4.3,18.6,0.9,0.6,10.2,25.1,2.1,0.3,2.5,.054,1.3,-2.5,-1.1,0.5,-4.01,-3.96,0.4024390243902439
516,2023,Jerami Grant,28,POR,PF,63,63,35.7,14.5,.475,5.7,.401,8.8,.523,.554,5.4,.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5,2023,2246,16.0,.606,.393,.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,3.1,1.0,4.1,.087,1.2,-1.4,-0.2,1.0,-4.01,-3.96,0.4024390243902439
524,2024,Deandre Ayton,25,POR,C,55,55,32.4,13.6,.570,0.2,.100,13.4,.576,.571,1.4,.823,3.2,7.9,11.1,1.6,1.0,0.8,1.8,2.0,16.7,2023,2035,19.9,.617,.027,.225,9.2,27.5,18.1,9.2,0.9,2.3,11.0,22.9,3.3,3.0,6.2,.147,0.9,0.0,0.9,1.5,-4.01,-3.96,0.4024390243902439
528,2023,Skylar Mays,25,POR,PG,6,6,31.5,11.3,.500,4.3,.462,7.0,.524,.588,2.2,.923,0.3,2.8,3.2,8.3,1.0,0.2,1.7,1.8,15.3,2023,189,19.4,.624,.382,.191,1.2,10.4,5.8,40.0,1.5,0.5,11.9,19.3,0.6,0.1,0.7,.171,2.1,-2.1,0.0,0.1,-4.01,-3.96,0.4024390243902439
544,2024,Malcolm Brogdon,31,POR,PG,39,25,28.7,12.7,.440,5.1,.412,7.6,.458,.522,3.0,.819,0.7,3.1,3.8,5.5,0.7,0.2,1.5,1.5,15.7,2023,1744,18.2,.615,.406,.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,3.6,2.2,5.8,.161,2.3,0.6,2.8,2.1,-4.01,-3.96,0.4024390243902439
548,2023,Jusuf Nurkić,28,POR,C,52,52,26.8,9.7,.519,2.3,.361,7.4,.567,.561,3.7,.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,2023,1391,17.3,.589,.236,.380,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,1.2,1.5,2.7,.092,-0.6,0.7,0.1,0.7,-4.01,-3.96,0.4024390243902439
552,2023,Jeenathan Williams,23,POR,SG,5,4,25.4,7.8,.615,1.6,.375,6.2,.677,.654,0.6,.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,2023,127,15.5,.657,.205,.077,9.0,4.6,6.8,12.1,1.2,1.4,9.0,15.2,0.3,0.0,0.3,.120,-1.0,-2.1,-3.0,0.0,-4.01,-3.96,0.4024390243902439
556,2023,Shaedon Sharpe,19,POR,SG,80,15,22.2,8.1,.472,3.5,.360,4.6,.559,.551,1.3,.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,2023,1779,11.5,.568,.437,.162,4.0,11.3,7.6,7.9,1.0,1.2,10.7,19.0,0.6,0.6,1.2,.032,-1.3,-2.0,-3.3,-0.6,-4.01,-3.96,0.4024390243902439
564,2023,Josh Hart,27,POR,SF,51,51,33.4,7.1,.504,2.2,.304,4.9,.594,.551,2.3,.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,2023,2454,14.1,.622,.315,.338,6.5,21.0,13.7,16.1,1.8,0.8,16.4,12.6,3.8,2.2,6.0,.118,-0.2,1.1,0.9,1.8,-4.01,-3.96,0.4024390243902439
572,2023,Cam Reddish,23,POR,SF,20,12,27.6,8.8,.443,4.4,.318,4.4,.568,.523,2.1,.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,2023,990,10.6,.561,.462,.240,2.0,8.1,5.0,8.1,1.9,1.3,12.0,17.1,0.3,0.7,0.9,.046,-2.6,-0.8,-3.4,-0.4,-4.01,-3.96,0.4024390243902439
580,2023,Shaquille Harrison,29,POR,SG,5,0,24.0,7.2,.417,2.0,.300,5.2,.462,.458,3.0,.733,0.2,4.2,4.4,6.0,2.2,0.4,1.2,2.4,8.8,2023,120,17.9,.516,.278,.417,1.0,20.3,10.5,34.9,4.5,1.5,12.3,17.6,0.2,0.2,0.3,.137,-2.5,2.6,0.1,0.1,-4.01,-3.96,0.4024390243902439
584,2024,Robert Williams,26,POR,C,6,0,19.8,4.3,.654,0.0,,4.3,.654,.654,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,2023,824,19.8,.742,.006,.241,14.0,24.5,19.3,8.5,1.3,5.0,15.3,11.8,2.3,1.6,3.8,.224,1.0,2.4,3.3,1.1,-4.01,-3.96,0.4024390243902439
588,2023,Trendon Watford,22,POR,PF,62,12,19.1,5.2,.560,1.0,.391,4.2,.602,.599,1.6,.720,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,2023,1182,13.6,.625,.198,.310,4.1,19.2,11.6,16.0,1.3,0.9,16.2,16.1,1.3,0.7,2.1,.084,-1.4,-0.4,-1.8,0.1,-4.01,-3.96,0.4024390243902439
592,2023,Chance Comanche,26,POR,C,1,0,21.0,5.0,.600,0.0,,5.0,.600,.600,4.0,.250,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,2023,21,12.2,.518,.000,.800,10.9,5.5,8.2,0.0,0.0,4.2,0.0,14.0,0.0,0.0,0.0,.043,-2.6,-4.9,-7.5,0.0,-4.01,-3.96,0.4024390243902439
594,2023,Justise Winslow,26,POR,PF,29,11,26.8,6.8,.409,1.6,.311,5.3,.438,.444,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,2023,776,9.3,.466,.227,.141,7.2,14.3,10.7,17.2,1.9,1.3,17.0,14.2,-0.1,0.5,0.4,.022,-3.4,0.6,-2.8,-0.2,-4.01,-3.96,0.4024390243902439
596,2023,Kevin Knox,23,POR,PF,21,4,17.1,7.3,.444,3.3,.314,4.0,.554,.516,1.3,.741,0.7,2.6,3.3,0.9,0.5,0.0,0.9,1.0,8.5,2023,952,11.1,.579,.560,.181,3.9,17.3,10.5,5.2,1.2,1.1,12.2,18.4,0.2,0.5,0.7,.034,-2.1,-1.4,-3.5,-0.4,-4.01,-3.96,0.4024390243902439
604,2023,Drew Eubanks,25,POR,C,78,28,20.3,4.3,.641,0.2,.389,4.1,.655,.651,1.6,.664,1.7,3.7,5.4,1.3,0.5,1.3,0.9,2.2,6.6,2023,1584,16.2,.666,.054,.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,2.9,1.6,4.4,.134,-0.9,0.9,0.1,0.8,-4.01,-3.96,0.4024390243902439
608,2023,Nassir Little,22,POR,SF,54,4,18.1,5.6,.442,2.9,.367,2.7,.524,.538,0.9,.717,0.5,2.1,2.6,0.9,0.4,0.4,0.7,1.2,6.6,2023,976,10.2,.555,.521,.152,3.2,13.5,8.3,7.3,1.0,1.8,10.0,16.0,0.2,0.4,0.7,.032,-1.6,-1.4,-3.0,-0.3,-4.01,-3.96,0.4024390243902439
612,2023,Keon Johnson,20,POR,SG,40,0,10.4,4.5,.376,2.0,.346,2.4,.402,.455,1.0,.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,2023,416,9.0,.482,.455,.230,3.0,9.2,6.1,20.9,2.2,1.3,18.0,25.0,-0.7,0.2,-0.5,-0.057,-3.8,-1.6,-5.4,-0.4,-4.01,-3.96,0.4024390243902439
616,2023,Gary Payton II,30,POR,SG,15,1,17.0,2.7,.585,1.1,.529,1.6,.625,.695,0.3,1.000,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,2023,367,13.3,.701,.377,.101,7.4,13.9,10.6,11.0,2.9,1.2,18.2,10.3,0.6,0.4,1.0,.125,-1.2,1.5,0.3,0.2,-4.01,-3.96,0.4024390243902439
624,2024,Dalano Banton,24,POR,PG,30,8,29.2,15.0,.408,6.1,.311,8.9,.474,.471,3.3,.780,1.0,3.8,4.8,3.6,0.9,0.6,2.2,1.5,16.7,2023,279,14.9,.505,.392,.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,0.0,0.4,0.4,.064,-1.1,0.6,-0.5,0.1,-4.01,-3.96,0.4024390243902439
632,2024,Moses Brown,24,POR,C,22,5,9.1,3.0,.508,0.0,,3.0,.508,.508,1.4,.290,1.7,2.2,3.9,0.3,0.2,0.3,0.5,1.2,3.4,2023,294,22.2,.607,.000,.750,22.0,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,.179,0.6,-1.2,-0.6,0.1,-4.01,-3.96,0.4024390243902439
640,2023,Justin Minaya,23,POR,SF,4,0,22.3,5.8,.304,3.0,.250,2.8,.364,.370,0.3,.000,0.8,3.0,3.8,1.0,0.5,1.3,1.0,2.3,4.3,2023,89,4.0,.363,.522,.043,3.8,15.6,9.7,5.9,1.1,5.0,14.6,13.4,-0.2,0.1,-0.1,-0.067,-7.2,-1.9,-9.0,-0.2,-4.01,-3.96,0.4024390243902439
648,2024,Ish Wainright,29,POR,SF,7,0,6.6,2.6,.333,2.3,.375,0.3,.000,.500,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,2023,915,9.2,.522,.762,.137,5.3,11.6,8.4,7.4,2.0,2.2,8.4,12.2,0.5,1.2,1.7,.089,-2.7,1.5,-1.2,0.2,-4.01,-3.96,0.4024390243902439
672,2023,Jabari Walker,20,POR,SF,56,0,11.1,3.5,.419,1.0,.286,2.5,.472,.460,0.8,.756,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,2023,619,9.6,.496,.283,.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,.015,-3.9,-2.1,-6.1,-0.6,-4.01,-3.96,0.4024390243902439
680,2024,Jamaree Bouyea,24,POR,PG,6,0,9.5,3.5,.238,1.3,.000,2.2,.385,.238,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,2023,71,6.5,.504,.429,.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,-0.1,0.1,0.0,.013,-5.8,1.6,-4.2,0.0,-4.01,-3.96,0.4024390243902439
692,2023,John Butler,20,POR,C,19,1,11.6,2.8,.321,1.8,.229,0.9,.500,.396,0.2,.750,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,2023,221,5.7,.411,.660,.075,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11.0,-0.1,0.1,0.0,.001,-5.4,-0.8,-6.2,-0.2,-4.01,-3.96,0.4024390243902439
698,2023,Ryan Arcidiacono,28,POR,PG,9,4,16.2,3.6,.250,2.2,.350,1.3,.083,.359,0.0,,0.0,1.2,1.2,2.3,0.3,0.0,0.7,1.6,2.6,2023,172,2.7,.351,.622,.000,0.0,10.0,5.0,16.9,1.4,0.0,15.9,11.1,-0.2,0.1,-0.2,-0.043,-7.3,-1.5,-8.8,-0.3,-4.01,-3.96,0.4024390243902439
706,2024,Scoot Henderson,19,POR,PG,62,32,28.5,12.9,.385,4.3,.325,8.5,.416,.440,3.3,.819,0.9,2.3,3.1,5.4,0.8,0.2,3.4,3.1,14.0,2024,1765,9.5,.489,.336,.256,3.2,9.5,6.2,29.9,1.3,0.7,19.3,26.5,-2.5,0.9,-1.7,-0.045,-3.5,-2.3,-5.8,-1.7,-4.01,-3.96,0.4024390243902439
708,2024,Duop Reath,27,POR,C,68,20,17.9,7.3,.461,3.6,.359,3.7,.559,.549,1.4,.742,1.4,2.3,3.7,1.0,0.5,0.6,0.8,2.4,9.1,2024,1214,15.1,.571,.491,.186,8.1,15.4,11.5,8.9,1.3,2.8,8.8,20.7,1.4,1.0,2.4,.095,-0.2,-0.7,-0.9,0.3,-4.01,-3.96,0.4024390243902439
710,2024,Toumani Camara,23,POR,PF,70,49,24.8,6.3,.450,2.5,.337,3.8,.523,.516,1.4,.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,2024,1739,10.6,.547,.393,.226,8.4,14.0,11.0,7.2,1.9,1.7,14.9,13.8,0.6,1.4,2.0,.055,-3.1,0.0,-3.1,-0.5,-4.01,-3.96,0.4024390243902439
712,2024,Kris Murray,23,POR,SF,62,29,21.7,5.9,.396,3.0,.268,3.0,.525,.463,0.9,.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,2024,1348,9.0,.481,.500,.153,6.7,12.3,9.3,8.4,1.9,1.4,12.3,14.1,-0.4,1.0,0.7,.024,-3.5,-0.2,-3.6,-0.6,-4.01,-3.96,0.4024390243902439
714,2024,Taze Moore,25,POR,SG,4,0,10.0,4.8,.421,1.8,.143,3.0,.583,.447,0.5,.500,1.0,1.0,2.0,1.3,0.5,0.0,0.8,1.0,4.5,2024,40,11.8,.453,.368,.105,10.6,11.9,11.2,20.4,2.5,0.0,13.1,24.3,0.0,0.0,0.0,-0.017,-2.5,-0.6,-3.1,0.0,-4.01,-3.96,0.4024390243902439
716,2024,Ashton Hagans,24,POR,PG,19,1,16.6,3.7,.408,1.3,.320,2.4,.457,.465,0.9,.824,0.7,1.6,2.4,2.8,0.6,0.5,1.6,2.1,4.2,2024,316,8.5,.510,.352,.239,4.7,11.7,8.0,23.7,1.7,2.6,27.7,14.6,-0.2,0.3,0.0,.006,-4.4,0.9,-3.5,-0.1,-4.01,-3.96,0.4024390243902439
718,2024,Rayan Rupert,19,POR,SG,39,12,16.2,4.1,.335,2.0,.359,2.1,.313,.422,0.6,.760,0.6,1.7,2.4,1.6,0.3,0.1,0.8,1.4,4.0,2024,633,5.8,.451,.484,.155,4.0,12.8,8.1,13.5,0.9,0.4,15.3,13.6,-0.4,0.3,-0.1,-0.009,-5.6,-1.2,-6.7,-0.8,-4.01,-3.96,0.4024390243902439
720,2024,Ibou Badji,21,POR,C,22,1,10.3,1.0,.636,0.0,,1.0,.636,.636,0.5,.500,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,2024,226,8.1,.623,.000,.545,9.4,16.3,12.6,7.7,0.7,8.0,35.5,8.0,0.0,0.2,0.2,.046,-7.7,1.9,-5.8,-0.2,-4.01,-3.96,0.4024390243902439
726,2023,Giannis Antetokounmpo,28,MIL,PF,63,63,32.1,20.3,.553,2.7,.275,17.6,.596,.572,12.3,.645,2.2,9.6,11.8,5.7,0.8,0.8,3.9,3.1,31.1,2023,2024,29.0,.605,.134,.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,.204,5.8,2.7,8.5,5.4,3.63,3.61,0.7073170731707317
734,2023,Jrue Holiday,32,MIL,PG,67,65,32.6,15.3,.479,6.1,.384,9.1,.542,.556,2.6,.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,2023,2183,19.2,.586,.402,.173,3.9,12.0,8.1,34.4,1.7,0.9,15.2,25.0,3.9,2.8,6.7,.148,3.0,0.1,3.1,2.8,3.63,3.61,0.7073170731707317
738,2023,Brook Lopez,34,MIL,C,78,78,30.4,11.5,.531,4.7,.374,6.9,.637,.606,2.4,.784,2.0,4.7,6.7,1.3,0.5,2.5,1.4,2.6,15.9,2023,2373,18.4,.630,.405,.211,7.2,15.3,11.4,6.1,0.7,6.7,9.8,19.3,4.1,3.9,8.0,.161,0.8,1.3,2.1,2.5,3.63,3.61,0.7073170731707317
746,2023,Khris Middleton,31,MIL,SF,33,19,24.3,12.3,.436,4.9,.315,7.4,.516,.499,3.1,.902,0.8,3.4,4.2,4.9,0.7,0.2,2.2,2.1,15.1,2023,801,17.4,.551,.399,.251,3.8,14.0,9.1,30.7,1.4,0.5,13.6,27.4,1.0,1.0,1.9,.117,1.0,-0.3,0.8,0.6,3.63,3.61,0.7073170731707317
754,2023,Bobby Portis,27,MIL,PF,70,22,26.0,11.5,.496,3.7,.370,7.8,.555,.555,1.8,.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,2023,1818,17.8,.575,.320,.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,2.5,2.8,5.3,.139,1.2,-0.6,0.7,1.2,3.63,3.61,0.7073170731707317
762,2024,Malik Beasley,27,MIL,SG,79,77,29.6,9.1,.443,6.9,.413,2.3,.533,.598,0.4,.714,0.5,3.2,3.7,1.4,0.7,0.1,0.7,2.0,11.3,2023,2093,10.9,.531,.702,.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,.032,-0.9,-1.0,-2.0,0.0,3.63,3.61,0.7073170731707317
770,2023,Grayson Allen,27,MIL,SG,72,70,27.4,7.7,.440,5.1,.399,2.7,.518,.571,1.8,.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,2023,1972,12.3,.612,.657,.226,3.4,9.0,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,.123,-0.6,0.7,0.1,1.0,3.63,3.61,0.7073170731707317
782,2023,Jordan Nwora,24,MIL,SF,38,3,15.7,5.2,.386,2.7,.392,2.5,.379,.487,1.1,.860,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,2023,1188,12.2,.561,.474,.193,4.7,15.8,10.4,10.5,1.0,1.0,12.0,19.4,0.5,1.0,1.5,.060,-0.8,-1.3,-2.1,0.0,3.63,3.61,0.7073170731707317
794,2023,Jevon Carter,27,MIL,PG,81,39,22.3,7.0,.423,4.2,.421,2.8,.425,.549,0.5,.816,0.4,2.1,2.5,2.4,0.8,0.4,1.0,2.0,8.0,2023,1810,10.9,.560,.596,.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,1.2,2.3,3.5,.092,-1.9,1.2,-0.6,0.6,3.63,3.61,0.7073170731707317
798,2023,Pat Connaughton,30,MIL,SF,61,33,23.7,6.9,.392,5.3,.339,1.6,.566,.521,0.7,.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,2023,1443,10.0,.531,.765,.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,.085,-1.3,0.3,-1.0,0.3,3.63,3.61,0.7073170731707317
806,2023,Lindell Wigginton,24,MIL,PG,7,1,12.4,5.3,.486,2.6,.333,2.7,.632,.568,1.3,.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,2023,87,11.8,.610,.486,.243,0.0,8.1,4.2,23.8,0.0,1.9,22.7,25.6,0.0,0.1,0.1,.028,-3.1,-3.6,-6.7,-0.1,3.63,3.61,0.7073170731707317
814,2023,Jae Crowder,32,MIL,PF,18,3,18.9,5.2,.479,3.1,.436,2.2,.538,.606,0.7,.833,0.9,2.9,3.8,1.5,0.7,0.3,0.4,1.5,6.9,2023,340,14.6,.624,.585,.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,.165,0.1,1.1,1.2,0.3,3.63,3.61,0.7073170731707317
822,2023,Joe Ingles,35,MIL,SF,46,0,22.7,5.4,.435,4.4,.409,1.0,.556,.603,0.5,.857,0.3,2.5,2.8,3.3,0.7,0.1,1.2,1.6,6.9,2023,1044,10.7,.616,.819,.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,.107,-1.6,0.8,-0.7,0.3,3.63,3.61,0.7073170731707317
826,2023,Goran Dragić,36,MIL,PG,7,0,11.9,5.1,.389,2.4,.412,2.7,.368,.486,0.6,1.000,0.4,1.3,1.7,1.7,0.3,0.0,1.0,0.3,5.6,2023,870,10.3,.514,.433,.134,2.1,8.2,5.2,24.3,0.7,0.4,15.1,21.1,-0.3,0.7,0.4,.025,-2.1,-1.8,-3.9,-0.4,3.63,3.61,0.7073170731707317
844,2023,Sandro Mamukelashvili,23,MIL,C,24,0,9.0,2.4,.328,1.3,.219,1.1,.462,.388,0.8,.667,0.8,1.6,2.3,0.7,0.2,0.2,0.4,0.8,2.4,2023,660,13.4,.516,.430,.248,11.2,19.0,15.1,12.8,1.0,1.5,12.1,18.2,0.4,0.5,0.9,.063,-1.1,-1.3,-2.4,-0.1,3.63,3.61,0.7073170731707317
852,2023,MarJon Beauchamp,22,MIL,SF,52,11,13.5,4.7,.395,2.7,.331,1.9,.485,.492,0.7,.730,0.7,1.5,2.2,0.7,0.4,0.1,0.9,1.4,5.1,2023,701,8.2,.513,.584,.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,.027,-4.1,-0.6,-4.8,-0.5,3.63,3.61,0.7073170731707317
860,2023,George Hill,36,MIL,PG,35,0,19.1,3.8,.447,2.1,.311,1.7,.621,.534,1.3,.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5.0,2023,834,10.6,.610,.572,.331,2.0,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,.107,-2.4,0.9,-1.5,0.1,3.63,3.61,0.7073170731707317
866,2023,Meyers Leonard,30,MIL,C,9,2,12.7,3.2,.483,2.0,.389,1.2,.636,.603,1.0,.889,1.3,2.4,3.8,0.1,0.2,0.0,0.7,1.8,4.8,2023,114,12.0,.652,.621,.310,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,.126,-2.8,-2.2,-5.0,-0.1,3.63,3.61,0.7073170731707317
868,2024,TyTy Washington Jr.,22,MIL,PG,11,0,5.1,1.8,.300,0.5,.333,1.3,.286,.350,0.0,,0.1,0.4,0.5,0.5,0.3,0.0,0.2,0.1,1.3,2023,433,7.5,.432,.500,.113,0.5,11.0,5.7,15.3,1.7,0.5,7.7,17.4,-0.3,0.1,-0.1,-0.016,-5.0,-1.3,-6.3,-0.5,3.63,3.61,0.7073170731707317
872,2023,A.J. Green,23,MIL,SG,35,1,9.9,3.6,.424,3.0,.419,0.6,.450,.600,0.1,1.000,0.2,1.1,1.3,0.6,0.2,0.0,0.3,0.9,4.4,2023,345,11.5,.607,.840,.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,.111,-0.3,-0.6,-0.9,0.1,3.63,3.61,0.7073170731707317
880,2023,Serge Ibaka,33,MIL,C,16,0,11.6,3.4,.481,1.1,.333,2.3,.556,.537,0.8,.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,2023,185,9.8,.553,.333,.241,8.8,15.7,12.4,2.9,0.5,3.1,15.6,16.1,0.0,0.2,0.2,.058,-4.6,0.0,-4.5,-0.1,3.63,3.61,0.7073170731707317
882,2023,Wesley Matthews,36,MIL,SF,52,0,15.8,3.1,.363,2.4,.315,0.7,.528,.484,0.5,.857,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,2023,820,7.0,.519,.775,.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,.073,-3.4,0.8,-2.7,-0.1,3.63,3.61,0.7073170731707317
886,2024,Robin Lopez,35,MIL,C,16,2,4.1,1.2,.368,0.5,.250,0.7,.455,.421,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1,2023,299,11.6,.675,.053,.240,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,.094,-3.4,0.3,-3.0,-0.1,3.63,3.61,0.7073170731707317
890,2024,Ryan Rollins,21,MIL,PG,3,0,4.0,0.7,.500,0.3,1.000,0.3,.000,.750,0.0,,0.0,0.7,0.7,1.0,0.7,0.0,0.3,0.3,1.0,2023,62,-1.4,.508,.450,.300,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,-0.3,0.1,-0.3,-0.218,-11.3,-3.7,-15.0,-0.2,3.63,3.61,0.7073170731707317
